PK_MEDICAMENTO,CODIGO_ATC,PRINCIPIOS_ATIVOS_WHODRUG,NOME_MEDICAMENTO_WHODRUG,PK_ATC,DESCRICAO
15057,M03AC,Rocurônio,Rocuronium,outros,outros
15058,M03AC,Vecuronium bromide,Vecuron,outros,outros
15059,M03AC,Vecuronium bromide,Vecuronio,outros,outros
15060,M03AX,Botulinum toxin nos,Botulinum toxin nos,outros,outros
15061,M03AX,Botulinum toxin type a,Botox,outros,outros
15062,M03AX,Botulinum toxin type a,Botox btx a,outros,outros
15063,M03AX,Botulinum toxin type a,Botulift,outros,outros
15064,M03AX,Botulinum toxin type a,Botulim,outros,outros
15065,M03AX,Botulinum toxin type a,Botulinum toxin,outros,outros
15066,M03AX,Botulinum toxin type a,Dysport,outros,outros
15067,M03AX,Botulinum toxin type a,Prosigne,outros,outros
15068,M03AX,Botulinum toxin type a haemagglutinin complex,Dysport,outros,outros
15069,M03AX,Complexo toxina hemaglutinina tipo A,Dysport,outros,outros
15070,M03AX,Toxina botulínica a,Botox,outros,outros
15071,M03AX,Toxina botulínica a,Botulift,outros,outros
15072,M03AX,Toxina botulínica a,Botulim,outros,outros
15073,M03AX,Toxina botulínica a,Botulinum toxin,outros,outros
15074,M03AX,Toxina botulínica a,Dysport,outros,outros
15075,M03AX,Toxina botulínica a,Prosigne,outros,outros
15076,M03AX,Toxina botulínica a,Reage,outros,outros
15077,M03AX,Toxina botulínica a,Xeomin,outros,outros
15078,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Beserol,outros,outros
15079,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Infralax,outros,outros
15080,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Mioflex a,outros,outros
15081,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Tandene,outros,outros
15082,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Tandriflan,outros,outros
15083,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Tandrilax,outros,outros
15084,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Torsilax,outros,outros
15085,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Diclofenaco de sódio_x000D_|Paracetamol,Trimusk,outros,outros
15086,M03BA,Cafeína anidra_x000D_|Carisoprodol_x000D_|Paracetamol,Dorilax,outros,outros
15087,M03BA,Cafeína anidra|Carisoprodol|Diclofenaco de sódio|Paracetamol,Infralax,outros,outros
15088,M03BA,Cafeína anidra|Carisoprodol|Diclofenaco de sódio|Paracetamol,Mioflex a,outros,outros
15089,M03BA,Cafeína anidra|Carisoprodol|Diclofenaco de sódio|Paracetamol,Tandrilax,outros,outros
15090,M03BA,Cafeína anidra|Carisoprodol|Diclofenaco de sódio|Paracetamol,Torsilax,outros,outros
15091,M03BA,Cafeína anidra|Carisoprodol|Diclofenaco de sódio|Paracetamol,Trimusk,outros,outros
15092,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Beserol,outros,outros
15093,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Cafeina + carisoprodol + diclofenaco sodico + paracetamol,outros,outros
15094,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Flexalgin,outros,outros
15095,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Infralax,outros,outros
15096,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Mioflex a,outros,outros
15097,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Tandene,outros,outros
15098,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Tandriflan,outros,outros
15099,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Tandrilax,outros,outros
15100,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Torsilax,outros,outros
15101,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Trilax,outros,outros
15102,M03BA,Caffeine|Carisoprodol|Diclofenac sodium|Paracetamol,Trimusk,outros,outros
15103,M03BA,Caffeine|Carisoprodol|Paracetamol,Dorilax,outros,outros
15104,M03BA,Carisoprodol,Carisoprodol,outros,outros
15105,M03BA,Carisoprodol_x000D_|Cianocobalamina_x000D_|Metamizole_x000D_|Pyridoxine_x000D_|Tiamina,Mionevrix,outros,outros
15106,M03BA,Carisoprodol_x000D_|Paracetamol_x000D_|Fenilbutazona,Mioflex,outros,outros
15107,M03BA,Carisoprodol|Cyanocobalamin|Metamizole sodium|Pyridoxine hydrochloride|Thiamine hydrochloride,Mionevrix,outros,outros
15108,M03BA,Carisoprodol|Cyanocobalamin|Metamizole|Pyridoxine|Thiamine,Mionevrix,outros,outros
15109,M03BA,Carisoprodol|Meloxicam,Dorsal,outros,outros
15110,M03BA,Carisoprodol|Paracetamol,"Carisoprodol,Paracetamol",outros,outros
15111,M03BA,Carisoprodol|Paracetamol|Phenylbutazone,Mioflex,outros,outros
15112,M03BA,Methocarbamol,Mioflex,outros,outros
15113,M03BA,Methocarbamol,Robaxin,outros,outros
15114,M03BB,Chlormezanone_x000D_|Dipirona,Beserol,outros,outros
15115,M03BB,Chlormezanone|Metamizole sodium,Beserol,outros,outros
15116,M03BB,Chlorzoxazone|Paracetamol,Mioflex,outros,outros
15117,M03BC,Cafeína anidra_x000D_|Dipirona_x000D_|Citrato de orfenadrina,"Caffeine,Metamizole sodium,Orphenadrine citrate",outros,outros
15118,M03BC,Cafeína anidra_x000D_|Dipirona_x000D_|Citrato de orfenadrina,Dorflex,outros,outros
15119,M03BC,Cafeína anidra_x000D_|Dipirona_x000D_|Citrato de orfenadrina,Dorflex max,outros,outros
15120,M03BC,Cafeína anidra_x000D_|Dipirona_x000D_|Citrato de orfenadrina,Dortrirelax,outros,outros
15121,M03BC,Cafeína anidra_x000D_|Dipirona_x000D_|Citrato de orfenadrina,Miorrelax,outros,outros
15122,M03BC,Cafeína anidra_x000D_|Dipirona_x000D_|Citrato de orfenadrina,Nevralgex,outros,outros
15123,M03BC,Cafeína anidra|Dipirona monoidratada|Citrato de orfenadrina,Ana flex,outros,outros
15124,M03BC,Cafeína anidra|Dipirona|Citrato de orfenadrina,Dorflex,outros,outros
15125,M03BC,Cafeína anidra|Dipirona|Citrato de orfenadrina,Nevralgex,outros,outros
15126,M03BC,Caffeine|Metamizole sodium monohydrate|Orphenadrine citrate,Citrato de orfenadrina + dipirona sodica + cafeina,outros,outros
15127,M03BC,Caffeine|Metamizole sodium|Orphenadrine citrate,Dorflex,outros,outros
15128,M03BC,Caffeine|Metamizole sodium|Orphenadrine citrate,Nevralgex,outros,outros
15129,M03BC,Caffeine|Metamizole sodium|Orphenadrine citrate,Sedalex,outros,outros
15130,M03BC,Orphenadrine citrate,Phemax,outros,outros
15131,M03BC_x000D_|N04AB,Orfenadrina,Orfenadrina,outros,outros
15132,M03BC|N04AB,Orphenadrine,Orfenadrina,outros,outros
15133,M03BX,Baclofen,Baclof,outros,outros
15134,M03BX,Baclofen,Baclofen,outros,outros
15135,M03BX,Baclofen,Baclofene,outros,outros
15136,M03BX,Baclofen,Baclofeno,outros,outros
15137,M03BX,Baclofen,Baclofeno Cevallos,outros,outros
15138,M03BX,Baclofen,Baclon,outros,outros
15139,M03BX,Baclofen,Bacofen,outros,outros
15140,M03BX,Baclofen,Lioresal,outros,outros
15141,M03BX,Caffeine|Cyclobenzaprine hydrochloride,Miosan caf,outros,outros
15142,M03BX,Clonixin lysinate|Cyclobenzaprine hydrochloride,Dolamin Flex,outros,outros
15143,M03BX,Cloridrato de ciclobenzaprina,Ciclobenzaprina,outros,outros
15144,M03BX,Cloridrato de ciclobenzaprina,Ciclobenzaprina clorhidrato,outros,outros
15145,M03BX,Cloridrato de ciclobenzaprina,Cizax,outros,outros
15146,M03BX,Cloridrato de ciclobenzaprina,Cloridrato de ciclobenza,outros,outros
15147,M03BX,Cloridrato de ciclobenzaprina,Cloridrato de ciclobenzaprina,outros,outros
15148,M03BX,Cloridrato de ciclobenzaprina,Cyclobenzaprine,outros,outros
15149,M03BX,Cloridrato de ciclobenzaprina,Cyclobenzaprine hydrochloride,outros,outros
15150,M03BX,Cloridrato de ciclobenzaprina,Miosan,outros,outros
15151,M03BX,Cloridrato de ciclobenzaprina,Mirtax,outros,outros
15152,M03BX,Cloridrato de ciclobenzaprina,Mitrul,outros,outros
15153,M03BX,Cloridrato de ciclobenzaprina,Musculare,outros,outros
15154,M03BX,Cloridrato de tizanidina,Sirdalud,outros,outros
15155,M03BX,Cloridrato de tizanidina,Tilax,outros,outros
15156,M03BX,Cyclobenzaprine,Ciclobenzaprina,outros,outros
15157,M03BX,Cyclobenzaprine,Cyclobenzaprine,outros,outros
15158,M03BX,Cyclobenzaprine hydrochloride,Ciclobenzaprina,outros,outros
15159,M03BX,Cyclobenzaprine hydrochloride,Cizax,outros,outros
15160,M03BX,Cyclobenzaprine hydrochloride,Cloridrato de Ciclobenzaprina,outros,outros
15161,M03BX,Cyclobenzaprine hydrochloride,Cloridrato de ciclobenzaprina,outros,outros
15162,M03BX,Cyclobenzaprine hydrochloride,Cyclobenzaprine hydrochloride,outros,outros
15163,M03BX,Cyclobenzaprine hydrochloride,Miosan,outros,outros
15164,M03BX,Cyclobenzaprine hydrochloride,Musculare,outros,outros
15165,M03BX,Eperisone hydrochloride,Emboi,outros,outros
15166,M03BX,Lisinato de clonixina_x000D_|Cloridrato de ciclobenzaprina,Clonixinato de lisina + cloridrato de ciclobenzaprin,outros,outros
15167,M03BX,Lisinato de clonixina_x000D_|Cloridrato de ciclobenzaprina,Dolamin Flex,outros,outros
15168,M03BX,Thiocolchicoside,Colchis,outros,outros
15169,M03BX,Thiocolchicoside,Coltrax,outros,outros
15170,M03BX,Thiocolchicoside,Tiocolchicosideo,outros,outros
15171,M03BX,Thiocolchicoside,Tiocolchicosido,outros,outros
15172,M03BX,Tiocolchicosídeo,Colchis,outros,outros
15173,M03BX,Tiocolchicosídeo,Coltrax,outros,outros
15174,M03BX,Tiocolchicosídeo,Thiocolchicoside,outros,outros
15175,M03BX,Tiocolchicosídeo,Tiocolchicosideo,outros,outros
15176,M03BX,Tizanidine,Tizanidina,outros,outros
15177,M03BX,Tizanidine,Tizanidine,outros,outros
15178,M03BX,Tizanidine hydrochloride,Cloridrato de Tizanidina,outros,outros
15179,M03BX,Tizanidine hydrochloride,Mioflex,outros,outros
15180,M03BX,Tizanidine hydrochloride,Sirdalud,outros,outros
15181,M03BX,Tizanidine hydrochloride,Sirdalud mr,outros,outros
15182,M03BX,Tizanidine hydrochloride,Tizanidina,outros,outros
15183,M03BX,Tizanidine hydrochloride,Tizanidine hydrochloride,outros,outros
15184,M03BX_x000D_|N03AE_x000D_|N05BA,Diazepam,Diazepam,outros,outros
15185,M03BX_x000D_|N03AE_x000D_|N05BA,Diazepam,Valium,outros,outros
15186,M03BX_x000D_|N05BA,Diazepam,Diazepam,outros,outros
15187,M03BX_x000D_|N05BA,Diazepam,Valium,outros,outros
15188,M03BX_x000D_|N07BB,Baclofen,Baclofen,outros,outros
15189,M03BX_x000D_|N07BB,Baclofen,Baclofeno,outros,outros
15190,M03BX|N03AE|N05BA,Diazepam,Compaz,outros,outros
15191,M03BX|N03AE|N05BA,Diazepam,Diazepam,outros,outros
15192,M03BX|N03AE|N05BA,Diazepam,Valium,outros,outros
15193,M03BX|N05BA,Diazepam,Diazepam nq,outros,outros
15194,M03BX|N07BB,Baclofen,Baclofen,outros,outros
15195,M03BX|N07BB,Baclofen,Baclofeno,outros,outros
15196,M03CA,Dantrolene,Dantrolene,outros,outros
15197,M03CA,Dantrolene sodium,Dantrolen,outros,outros
15198,M03CA,Dantrolene sodium,Dantrolene,outros,outros
15199,M04AA,Allopurinol,Allopurinol,outros,outros
15200,M04AA,Allopurinol,Alopurinol,outros,outros
15201,M04AA,Allopurinol,Alopurinol sandoz,outros,outros
15202,M04AA,Allopurinol,Apurinol,outros,outros
15203,M04AA,Allopurinol,Uric,outros,outros
15204,M04AA,Allopurinol,Zyloric,outros,outros
15205,M04AA,Allopurinol sodium,Allopurinol,outros,outros
15206,M04AA,Allopurinol sodium,Allopurinol sodium,outros,outros
15207,M04AA,Alopurinol,Allopurinol,outros,outros
15208,M04AA,Alopurinol,Allopurinol bp,outros,outros
15209,M04AA,Alopurinol,Alopurin,outros,outros
15210,M04AA,Alopurinol,Alopurinol,outros,outros
15211,M04AA,Alopurinol,Alopurinol faes,outros,outros
15212,M04AA,Alopurinol,Zyloric,outros,outros
15213,M04AB,Benzbromarone,Benzbromarona,outros,outros
15214,M04AB,Benzbromarone,Zilaricina,outros,outros
15215,M04AC,Colchicine,Colchicin,outros,outros
15216,M04AC,Colchicine,Colchicina,outros,outros
15217,M04AC,Colchicine,Colchicine,outros,outros
15218,M04AC,Colchicine,Colchicine opocalcium,outros,outros
15219,M04AC,Colchicine,Colchin,outros,outros
15220,M04AC,Colchicine,Colchine,outros,outros
15221,M04AC,Colchicine,Colchis,outros,outros
15222,M05BA,Alendronate calcium,Alendronate calcium,outros,outros
15223,M05BA,Alendronate sodium,Acido alendronico,outros,outros
15224,M05BA,Alendronate sodium,Alendronat,outros,outros
15225,M05BA,Alendronate sodium,Alendronate,outros,outros
15226,M05BA,Alendronate sodium,Alendronate sodium,outros,outros
15227,M05BA,Alendronate sodium,Alendronato,outros,outros
15228,M05BA,Alendronate sodium,Alendronato de sodio,outros,outros
15229,M05BA,Alendronate sodium,Alendronato sodico,outros,outros
15230,M05BA,Alendronate sodium,Bonalen,outros,outros
15231,M05BA,Alendronate sodium,Fosamax,outros,outros
15232,M05BA,Alendronate sodium,Osteotec,outros,outros
15233,M05BA,Alendronate sodium,Osteotrat,outros,outros
15234,M05BA,Alendronate sodium,Regenesis,outros,outros
15235,M05BA,Alendronate sodium,Sodium alendronate,outros,outros
15236,M05BA,Alendronate sodium,Sumax,outros,outros
15237,M05BA,Alendronato de sódio,Alendron,outros,outros
15238,M05BA,Alendronato de sódio,Alendronat,outros,outros
15239,M05BA,Alendronato de sódio,Alendronate,outros,outros
15240,M05BA,Alendronato de sódio,Alendronate dk,outros,outros
15241,M05BA,Alendronato de sódio,Alendronate sodium,outros,outros
15242,M05BA,Alendronato de sódio,Alendronato,outros,outros
15243,M05BA,Alendronato de sódio,Alendronato de sodio,outros,outros
15244,M05BA,Alendronato de sódio,Alendronato northia,outros,outros
15245,M05BA,Alendronato de sódio,Alendronato sodico,outros,outros
15246,M05BA,Alendronato de sódio,Endrostan,outros,outros
15247,M05BA,Alendronato de sódio,Osteoform,outros,outros
15248,M05BA,Alendronato de sódio,Osteotec,outros,outros
15249,M05BA,Alendronato de sódio,Osteotrat,outros,outros
15250,M05BA,Alendronato de sódio,Sodium alendronate,outros,outros
15251,M05BA,Alendronato de sódio,Sumax,outros,outros
15252,M05BA,Alendronic acid,Alendronic acid,outros,outros
15253,M05BA,Ibandronate monosodium monohydrate,Iban,outros,outros
15254,M05BA,Ibandronate sodium,Afrat,outros,outros
15255,M05BA,Ibandronate sodium,Bonviva,outros,outros
15256,M05BA,Ibandronate sodium,Ibandronate,outros,outros
15257,M05BA,Ibandronate sodium,Ibandronato,outros,outros
15258,M05BA,Ibandronate sodium,Ibandronato de sodio,outros,outros
15259,M05BA,Ibandronate sodium,Osteoban,outros,outros
15260,M05BA,Ibandronate sodium,Osteotec,outros,outros
15261,M05BA,Ibandronate sodium,Sintezys,outros,outros
15262,M05BA,Ibandronate sodium,Sodium ibandronate,outros,outros
15263,M05BA,Ibandronato de sódio,Afrat,outros,outros
15264,M05BA,Ibandronato de sódio,Ibandronate,outros,outros
15265,M05BA,Ibandronato de sódio,Ibandronato de sodio,outros,outros
15266,M05BA,Ibandronato de sódio,Osteoban,outros,outros
15267,M05BA,Ibandronato de sódio,Sodium ibandronate,outros,outros
15268,M05BA,Ibandronato de sódio monoidratado,Iban,outros,outros
15269,M05BA,Ibandronato de sódio monoidratado,Ibandronato de sodio monoidratado,outros,outros
15270,M05BA,Ibandronic acid,Bonviva,outros,outros
15271,M05BA,Medronic acid,Mdp,outros,outros
15272,M05BA,Pamidronate disodium,Disodium pamidronate,outros,outros
15273,M05BA,Pamidronate disodium,Melidronato,outros,outros
15274,M05BA,Pamidronate disodium,Pamidron,outros,outros
15275,M05BA,Pamidronate disodium,Pamidronate,outros,outros
15276,M05BA,Pamidronate disodium,Pamidronate disodium,outros,outros
15277,M05BA,Pamidronate disodium,Pamidronato,outros,outros
15278,M05BA,Pamidronate disodium,Pamidronato disodico,outros,outros
15279,M05BA,Pamidronate disodium,Pamidronato dissodico,outros,outros
15280,M05BA,Pamidronato dissódico,Aredia,outros,outros
15281,M05BA,Pamidronato dissódico,Pamidrom,outros,outros
15282,M05BA,Pamidronato dissódico,Pamidron,outros,outros
15283,M05BA,Pamidronato dissódico,Pamidronate,outros,outros
15284,M05BA,Pamidronato dissódico,Pamidronate disodium,outros,outros
15285,M05BA,Pamidronato dissódico,Pamidronato,outros,outros
15286,M05BA,Pamidronato dissódico,Pamidronato disodico,outros,outros
15287,M05BA,Pamidronato dissódico,Pamidronato dissodico,outros,outros
15288,M05BA,Pamidronic acid,Acido pamidronico,outros,outros
15289,M05BA,Risedronate sodium,Actonel,outros,outros
15290,M05BA,Risedronate sodium,Actonel chronos,outros,outros
15291,M05BA,Risedronate sodium,"D&#39,orto",outros,outros
15292,M05BA,Risedronate sodium,Indosso,outros,outros
15293,M05BA,Risedronate sodium,Osteotrat,outros,outros
15294,M05BA,Risedronate sodium,Residron,outros,outros
15295,M05BA,Risedronate sodium,Risedrin,outros,outros
15296,M05BA,Risedronate sodium,Risedronate,outros,outros
15297,M05BA,Risedronate sodium,Risedronate sodium,outros,outros
15298,M05BA,Risedronate sodium,Risedronato,outros,outros
15299,M05BA,Risedronate sodium,Risedronato Sodico,outros,outros
15300,M05BA,Risedronate sodium,Risedronato de sodio,outros,outros
15301,M05BA,Risedronate sodium,Risedronato sodico,outros,outros
15302,M05BA,Risedronate sodium,Risedross,outros,outros
15303,M05BA,Risedronate sodium,Sodium risedronate,outros,outros
15304,M05BA,Risedronato sódico,Actonel,outros,outros
15305,M05BA,Risedronato sódico,Actonel chronos,outros,outros
15306,M05BA,Risedronato sódico,D'orto,outros,outros
15307,M05BA,Risedronato sódico,Indosso,outros,outros
15308,M05BA,Risedronato sódico,Osteotrat,outros,outros
15309,M05BA,Risedronato sódico,Residron,outros,outros
15310,M05BA,Risedronato sódico,Rised,outros,outros
15311,M05BA,Risedronato sódico,Risedreenos,outros,outros
15312,M05BA,Risedronato sódico,Risedronate,outros,outros
15313,M05BA,Risedronato sódico,Risedronate sodium,outros,outros
15314,M05BA,Risedronato sódico,Risedronato,outros,outros
15315,M05BA,Risedronato sódico,Risedronato de sodio,outros,outros
15316,M05BA,Risedronato sódico,Risedronato de sodio alter,outros,outros
15317,M05BA,Risedronato sódico,Risedronato de sodio pharmakern,outros,outros
15318,M05BA,Risedronato sódico,Risedronato sodico,outros,outros
15319,M05BA,Risedronato sódico,Risedross,outros,outros
15320,M05BA,Risedronic acid,Acido risedronico,outros,outros
15321,M05BA,Risedronic acid,Risedronic acid,outros,outros
15322,M05BA,Risedronic acid,acido risedronico,outros,outros
15323,M05BA,Zoledronate disodium,Zoledronate disodium,outros,outros
15324,M05BA,Zoledronic acid,Acido Zoledronico,outros,outros
15325,M05BA,Zoledronic acid,Acido Zolendronico,outros,outros
15326,M05BA,Zoledronic acid,Acido zoledronico,outros,outros
15327,M05BA,Zoledronic acid,Acido zoledronico blau,outros,outros
15328,M05BA,Zoledronic acid,Aclasta,outros,outros
15329,M05BA,Zoledronic acid,Densis,outros,outros
15330,M05BA,Zoledronic acid,Teoro,outros,outros
15331,M05BA,Zoledronic acid,Zoledron,outros,outros
15332,M05BA,Zoledronic acid,Zoledronate,outros,outros
15333,M05BA,Zoledronic acid,Zoledronic,outros,outros
15334,M05BA,Zoledronic acid,Zoledronic acid,outros,outros
15335,M05BA,Zoledronic acid,Zolendronic acid,outros,outros
15336,M05BA,Zoledronic acid,Zolibbs,outros,outros
15337,M05BA,Zoledronic acid,Zometa,outros,outros
15338,M05BA,Zoledronic acid,Zometa Livi,outros,outros
15339,M05BA,Zoledronic acid monohydrate,Acido zoledronico,outros,outros
15340,M05BA,Zoledronic acid monohydrate,Resorba,outros,outros
15341,M05BA,Zoledronic acid monohydrate,Zoledronic acid,outros,outros
15342,M05BA,Zoledronic acid monohydrate,Zometa,outros,outros
15343,M05BA,Ácido alendronico,Alendronic acid,outros,outros
15344,M05BA,Ácido zoledrônico,Acido Zolendronico,outros,outros
15345,M05BA,Ácido zoledrônico,Acido zoledronico,outros,outros
15346,M05BA,Ácido zoledrônico,Acido zoledronico bioteng,outros,outros
15347,M05BA,Ácido zoledrônico,Acido zoledronico blau,outros,outros
15348,M05BA,Ácido zoledrônico,Acido zoledronico medac,outros,outros
15349,M05BA,Ácido zoledrônico,Acido zoledronico normon,outros,outros
15350,M05BA,Ácido zoledrônico,Aclasta,outros,outros
15351,M05BA,Ácido zoledrônico,Densis,outros,outros
15352,M05BA,Ácido zoledrônico,Teoro,outros,outros
15353,M05BA,Ácido zoledrônico,Zoledronate,outros,outros
15354,M05BA,Ácido zoledrônico,Zoledronic,outros,outros
15355,M05BA,Ácido zoledrônico,Zoledronic acid,outros,outros
15356,M05BA,Ácido zoledrônico,Zolibbs,outros,outros
15357,M05BA,Ácido zoledrônico,Zometa Livi,outros,outros
15358,M05BA,Ácido zoledrônico,Zomtu,outros,outros
15359,M05BA,Ácido zoledrônico monoidratado,Acido zoledronico,outros,outros
15360,M05BA,Ácido zoledrônico monoidratado,Acido zoledronico accord,outros,outros
15361,M05BA,Ácido zoledrônico monoidratado,Azentex,outros,outros
15362,M05BA,Ácido zoledrônico monoidratado,Zoledronic acid,outros,outros
15363,M05BA,Ácido zoledrônico monoidratado,Zometa,outros,outros
15364,M05BA,,Bisphosphonates,outros,outros
15365,M05BA|V04CX|V07AY,Medronic acid,Acido medronico,outros,outros
15366,M05BB,Alendronate sodium|Colecalciferol,Fosamax D,outros,outros
15367,M05BB,Alendronato de sódio_x000D_|Colecalciferol,Fosamax D,outros,outros
15368,M05BX,Burosumab,Burosumab,outros,outros
15369,M05BX,Burosumab,Crysvita,outros,outros
