PK_MEDICAMENTO,CODIGO_ATC,PRINCIPIOS_ATIVOS_WHODRUG,NOME_MEDICAMENTO_WHODRUG,PK_ATC,DESCRICAO
214,A01AD_x000D_|A02BX_x000D_|A16AX_x000D_|D11AX,Sucralfate,Sucralfate,outros,outros
215,A01AD_x000D_|A02BX_x000D_|A16AX_x000D_|D11AX,Sucralfate,Sucralfato,outros,outros
216,A01AD_x000D_|A03AB_x000D_|D11AA_x000D_|R03BB_x000D_|V03AB,Brometo de glicopirrônio,Bromuro de glicopirronio,outros,outros
217,A01AD_x000D_|A03AB_x000D_|D11AA_x000D_|R03BB_x000D_|V03AB,Glicopirrônio,Glycopyrronium,outros,outros
218,A01AD_x000D_|A03AX_x000D_|D02AA_x000D_|D03AX_x000D_|D10_x000D_|P03AX_x000D_|R07AA_x000D_|S01K_x000D_|S01X,Dimeticone,Dimethylpolysiloxane,outros,outros
219,A01AD_x000D_|A03AX_x000D_|D02AA_x000D_|D03AX_x000D_|D10_x000D_|P03AX_x000D_|R07AA_x000D_|S01K_x000D_|S01X,Dimeticone,Dimeticona,outros,outros
220,A01AD_x000D_|A06AD_x000D_|S01XA,Macrogol,Macrogol,outros,outros
221,A01AD_x000D_|A06AD_x000D_|S01XA,Macrogol,Polyethylene glycol,outros,outros
222,A01AD_x000D_|A06AG_x000D_|A06AX_x000D_|B05BC_x000D_|D02AX_x000D_|G02CX_x000D_|R05_x000D_|S01XA_x000D_|S02D,Glycerol,Glicerol,outros,outros
223,A01AD_x000D_|A06AG_x000D_|A12CA_x000D_|B05BB_x000D_|B05CB_x000D_|B05XA_x000D_|D03_x000D_|D09A_x000D_|R01AX_x000D_|R05CB_x000D_|S01XA_x000D_|S02DC_x000D_|V07AB_x000D_|V91,Cloreto de sódio,NaCl,outros,outros
224,A01AD_x000D_|A06AG_x000D_|A12CA_x000D_|B05BB_x000D_|B05CB_x000D_|B05XA_x000D_|D03_x000D_|D09A_x000D_|R01AX_x000D_|R05CB_x000D_|S01XA_x000D_|S02DC_x000D_|V07AB_x000D_|V91,Cloreto de sódio,Normal saline,outros,outros
225,A01AD_x000D_|A06AG_x000D_|A12CA_x000D_|B05BB_x000D_|B05CB_x000D_|B05XA_x000D_|D03_x000D_|D09A_x000D_|R01AX_x000D_|R05CB_x000D_|S01XA_x000D_|S02DC_x000D_|V07AB_x000D_|V91,Cloreto de sódio,Saline,outros,outros
226,A01AD_x000D_|A06AG_x000D_|A12CA_x000D_|B05BB_x000D_|B05CB_x000D_|B05XA_x000D_|D03_x000D_|D09A_x000D_|R01AX_x000D_|R05CB_x000D_|S01XA_x000D_|S02DC_x000D_|V07AB_x000D_|V91,Cloreto de sódio,Sodium chloride,outros,outros
227,A01AD_x000D_|A12BA_x000D_|B05BB_x000D_|B05XA_x000D_|B05ZA_x000D_|G01AX_x000D_|S01XA_x000D_|V91,Potássio,Potassium,outros,outros
228,A01AD_x000D_|A12CB_x000D_|A16AX_x000D_|B05XA_x000D_|C05AX_x000D_|D02AB_x000D_|D02BA_x000D_|D09AB_x000D_|D10AX_x000D_|R01AX_x000D_|R05_x000D_|S01G_x000D_|V91,Zinco,Zinc,outros,outros
229,A01AD_x000D_|B01AC_x000D_|M02AC_x000D_|N02BA,Ácido acetilsalicílico,Acetylsalicylic acid,outros,outros
230,A01AD_x000D_|B01AC_x000D_|M02AC_x000D_|N02BA,Ácido acetilsalicílico,Asa,outros,outros
231,A01AD_x000D_|B01AC_x000D_|M02AC_x000D_|N02BA,Ácido acetilsalicílico,Aspirin,outros,outros
232,A01AD_x000D_|B01AC_x000D_|N02BA,Ácido acetilsalicílico,Aspirin (e.c.),outros,outros
233,A01AD_x000D_|B01AC_x000D_|N02BA,Ácido acetilsalicílico,Aspirina,outros,outros
234,A01AD_x000D_|B01AC_x000D_|N02BA,Ácido acetilsalicílico,Aspirine,outros,outros
235,A01AD_x000D_|B01AC_x000D_|N02BA,Ácido acetilsalicílico,Ass,outros,outros
236,A01AD_x000D_|B01AC_x000D_|N02BA,Ácido acetilsalicílico,Caprin,outros,outros
237,A01AD_x000D_|B02AA_x000D_|D11AX_x000D_|R02AX,Ácido tranexâmico,Acide tranexamique,outros,outros
238,A01AD_x000D_|B02AA_x000D_|D11AX_x000D_|R02AX,Ácido tranexâmico,Acido tranexamico,outros,outros
239,A01AD_x000D_|B02AA_x000D_|D11AX_x000D_|R02AX,Ácido tranexâmico,Tranexamic acid,outros,outros
240,A01AD_x000D_|B02BC_x000D_|C01CA_x000D_|R01AA_x000D_|R03AA_x000D_|R03CA_x000D_|S01EA_x000D_|V91,Epinephrine,Adrenalin,outros,outros
241,A01AD_x000D_|B02BC_x000D_|C01CA_x000D_|R01AA_x000D_|R03AA_x000D_|R03CA_x000D_|S01EA_x000D_|V91,Epinephrine,Adrenaline,outros,outros
242,A01AD_x000D_|B02BC_x000D_|C01CA_x000D_|R01AA_x000D_|R03AA_x000D_|R03CA_x000D_|S01EA_x000D_|V91,Epinephrine,Epinefrina,outros,outros
243,A01AD_x000D_|B05BB_x000D_|B05C_x000D_|B05XA_x000D_|B05Z_x000D_|R05X,Electrolytes nos,Electrolyte Solutions,outros,outros
244,A01AD_x000D_|C01BB_x000D_|C05AD_x000D_|D04AB_x000D_|N01BB_x000D_|R02AD_x000D_|S01HA_x000D_|S02DA,Cloridrato de lidocaina,Lidocaine hydrochloride,outros,outros
245,A01AD_x000D_|C01BB_x000D_|C05AD_x000D_|D04AB_x000D_|N01BB_x000D_|R02AD_x000D_|S01HA_x000D_|S02DA,Lidocaína,Lidocaina,outros,outros
246,A01AD_x000D_|C05AX_x000D_|D03AX_x000D_|D11AX_x000D_|G02CX_x000D_|G04BX_x000D_|M09AX_x000D_|R01AX_x000D_|R02AX_x000D_|S01KA_x000D_|S01XA_x000D_|V03AX_x000D_|V07A,Ácido hialurônico,Hyaluronic acid,outros,outros
247,A01AD_x000D_|C05AX_x000D_|D03AX_x000D_|D11AX_x000D_|G02CX_x000D_|G04BX_x000D_|M09AX_x000D_|R01AX_x000D_|S01KA_x000D_|S01XA,Hialuronato de sódio,Hyaluronate sodium,outros,outros
248,A01AD_x000D_|C05AX_x000D_|D03AX_x000D_|D11AX_x000D_|G02CX_x000D_|G04BX_x000D_|M09AX_x000D_|R01AX_x000D_|S01KA_x000D_|S01XA,Hialuronato de sódio,Sodium hyaluronate,outros,outros
249,A01AD_x000D_|C05AX_x000D_|G02CX_x000D_|S01XA,Carbômer,Polyacrylic acid,outros,outros
250,A01AD_x000D_|C10AX_x000D_|D11AX_x000D_|R02AX_x000D_|S02DC_x000D_|V03A_x000D_|V91,Propolis,Propolis,outros,outros
251,A01AD_x000D_|D01AE_x000D_|D02AF_x000D_|D10AX_x000D_|D11AC_x000D_|D11AF_x000D_|D11AX_x000D_|M02AC_x000D_|N02BA_x000D_|S01BC_x000D_|S02DA,Ácido salicílico,Salicylic acid,outros,outros
252,A01AD_x000D_|D11AA_x000D_|D11AX_x000D_|G04BD_x000D_|M03AX_x000D_|N02CX,Toxina botulínica a,Botulinum toxin type a,outros,outros
253,A01AD_x000D_|D11AA_x000D_|D11AX_x000D_|G04BD_x000D_|M03AX_x000D_|N02CX,Toxina botulínica a,OnabotulinumtoxinA,outros,outros
254,A01AD_x000D_|D11AX_x000D_|M01AB_x000D_|M02AA_x000D_|R02AX_x000D_|S01BC,Diclofenac,Diclofenac,outros,outros
255,A01AD_x000D_|D11AX_x000D_|M01AB_x000D_|M02AA_x000D_|R02AX_x000D_|S01BC,Diclofenac,Diclofenaco,outros,outros
256,A01AD_x000D_|D11AX_x000D_|M01AB_x000D_|M02AA_x000D_|R02AX_x000D_|S01BC,Diclofenac,Diclofenacum,outros,outros
257,A01AD_x000D_|D11AX_x000D_|M01AB_x000D_|M02AA_x000D_|R02AX_x000D_|S01BC,Diclofenaco de sódio,Diclofenac sodium,outros,outros
258,A01AD_x000D_|D11AX_x000D_|V03AN,Oxygen,Oxygen,outros,outros
259,A01AD_x000D_|G02CC_x000D_|M01AE_x000D_|M02AA_x000D_|S01BC,Naproxen,Naproxen,outros,outros
260,A01AD_x000D_|G02CC_x000D_|M01AE_x000D_|M02AA_x000D_|S01BC,Naproxen,Naproxeno,outros,outros
261,A01AD_x000D_|M01AE_x000D_|M02AA_x000D_|R02AX,Cetoprofeno,Ketoprofen,outros,outros
262,A01AD_x000D_|M01AE_x000D_|M02AA_x000D_|R02AX,Cetoprofeno,Ketoprofenum,outros,outros
263,A01AD_x000D_|M01AE_x000D_|M02AA_x000D_|R02AX_x000D_|S01BC,Flurbiprofen,Flurbiprofen,outros,outros
264,A01AD_x000D_|M01AE_x000D_|M02AA_x000D_|R02AX_x000D_|S01BC,Flurbiprofen,Flurbiprofeno,outros,outros
265,A01AD_x000D_|M01AX_x000D_|M02AA,Nimesulide,Nimesulida,outros,outros
266,A01AD_x000D_|M01AX_x000D_|M02AA,Nimesulide,Nimesulide,outros,outros
267,A01AD_x000D_|M01AX_x000D_|M02AA_x000D_|R02AX,Cloridrato de benzidamina,Ciflogex,outros,outros
268,A01AD_x000D_|M01AX_x000D_|R02AX,Cloridrato de benzidamina,Flogoral,outros,outros
269,A01AD_x000D_|M03AX,Toxina botulínica a,Xeomin,outros,outros
270,A01AD_x000D_|N01BC_x000D_|R02AD_x000D_|S01HA_x000D_|S02DA,Cocaine,Cocaine,outros,outros
271,A01AD_x000D_|N02BG_x000D_|N03AX_x000D_|N05,Canabidiol,Cannabidiol,outros,outros
272,A01AD_x000D_|R02AX,Sulfato de hidroxiquinolina_x000D_|Cloridrato de lidocaina_x000D_|Tyrothricin,Malvatricin,outros,outros
273,A01AD|A02BX|A16AX|D11AX,Sucralfate,Sucralfate,outros,outros
274,A01AD|A02BX|A16AX|D11AX,Sucralfate,Sucralfato,outros,outros
275,A01AD|A02BX|A16AX|D11AX,Sucralfate,Sucralfatum,outros,outros
276,A01AD|A03AB|D11AA|R03BB|V03AB,Glycopyrronium bromide,Bromuro de glicopirronio,outros,outros
277,A01AD|A03AB|D11AA|R03BB|V03AB,Glycopyrronium bromide,Glycopyrronium bromide,outros,outros
278,A01AD|A03AX|D02AA|D03AX|D10|P03AX|R07AA|S01K|S01X,Dimeticone,Dimeticona,outros,outros
279,A01AD|A03AX|D02AA|D03AX|D10|P03AX|R07AA|S01K|S01X,Dimeticone,Dimeticone,outros,outros
280,A01AD|A03AX|D02AA|D03AX|D10|P03AX|S01K|S01X,Dimeticone,Dimeticona,outros,outros
281,A01AD|A03AX|D02AA|D03AX|D10|P03AX|S01K|S01X,Dimeticone,Dimeticone,outros,outros
282,A01AD|A06AD|S01XA,Macrogol,Macrogol,outros,outros
283,A01AD|A06AG|A06AX|B05BC|D02AX|G02CX|R05|S01XA|S02D,Glycerol,Glicerol,outros,outros
284,A01AD|A06AG|A12CA|B05BB|B05CB|B05XA|D03|D09A|R01AX|R05CB|S01XA|S02DC|V07AB|V91,Cloreto de sódio,NaCl,outros,outros
285,A01AD|A06AG|A12CA|B05BB|B05CB|B05XA|D03|D09A|R01AX|R05CB|S01XA|S02DC|V07AB|V91,Cloreto de sódio,Saline,outros,outros
286,A01AD|A06AG|A12CA|B05BB|B05CB|B05XA|D03|D09A|R01AX|R05CB|S01XA|S02DC|V07AB|V91,Sodium chloride,Chloride sodium,outros,outros
287,A01AD|A06AG|A12CA|B05BB|B05CB|B05XA|D03|D09A|R01AX|R05CB|S01XA|S02DC|V07AB|V91,Sodium chloride,NaCl,outros,outros
288,A01AD|A06AG|A12CA|B05BB|B05CB|B05XA|D03|D09A|R01AX|R05CB|S01XA|S02DC|V07AB|V91,Sodium chloride,Saline,outros,outros
289,A01AD|A06AG|A12CA|B05BB|B05CB|B05XA|D03|D09A|R01AX|R05CB|S01XA|S02DC|V07AB|V91,Sodium chloride,Sodium chloride,outros,outros
290,A01AD|A12BA|B05BB|B05XA|B05ZA|G01AX|S01XA|V91,Potassium,Potassium,outros,outros
291,A01AD|A12BA|B05BB|B05XA|B05ZA|G01AX|S01XA|V91,Potássio,Potassium,outros,outros
292,A01AD|A12CB|A16AX|B05XA|C05AX|D02AB|D02BA|D09AB|D10AX|R01AX|R05|S01G|V91,Zinc,Zinc,outros,outros
293,A01AD|A12CB|A16AX|B05XA|C05AX|D02AB|D02BA|D09AB|D10AX|R01AX|R05|S01G|V91,Zinco,Zinc,outros,outros
294,A01AD|A12CB|A16AX|B05XA|C05AX|D02AB|D02BA|D09AB|R01AX|R05|S01G|V91,Zinc,Zinc,outros,outros
295,A01AD|A16AX|D02AB|R05,Zinc acetate,Zinc acetate,outros,outros
296,A01AD|B01AC|M02AC|N02BA,Acetylsalicylic acid,Acetylsalicylic acid,outros,outros
297,A01AD|B01AC|M02AC|N02BA,Acetylsalicylic acid,Asa,outros,outros
298,A01AD|B01AC|M02AC|N02BA,Acetylsalicylic acid,Aspirin,outros,outros
299,A01AD|B01AC|M02AC|N02BA,Ácido acetilsalicílico,Acetylsalicylic acid,outros,outros
300,A01AD|B01AC|M02AC|N02BA,Ácido acetilsalicílico,Asa,outros,outros
301,A01AD|B01AC|M02AC|N02BA,Ácido acetilsalicílico,Aspirin,outros,outros
302,A01AD|B01AC|N02BA,Acetylsalicylic acid,A.a.s.,outros,outros
303,A01AD|B01AC|N02BA,Acetylsalicylic acid,Aspirina,outros,outros
304,A01AD|B01AC|N02BA,Acetylsalicylic acid,Aspirina infantil,outros,outros
305,A01AD|B01AC|N02BA,Acetylsalicylic acid,Aspirine,outros,outros
306,A01AD|B01AC|N02BA,Acetylsalicylic acid,Ass,outros,outros
307,A01AD|B01AC|N02BA,Acetylsalicylic acid,Melhoral infantil,outros,outros
308,A01AD|B01AC|N02BA,Ácido acetilsalicílico,Aspirina,outros,outros
309,A01AD|B01AC|N02BA,Ácido acetilsalicílico,Aspirine,outros,outros
310,A01AD|B01AC|N02BA,Ácido acetilsalicílico,Ass,outros,outros
311,A01AD|B02AA|D11AX,Tranexamic acid,Acide tranexamique,outros,outros
312,A01AD|B02AA|D11AX,Tranexamic acid,Acido tranexamico,outros,outros
313,A01AD|B02AA|D11AX,Tranexamic acid,Tranexamic acid,outros,outros
314,A01AD|B02AA|D11AX|R02AX,Tranexamic acid,Acido tranexamico,outros,outros
315,A01AD|B02AA|D11AX|R02AX,Tranexamic acid,Tranexamic acid,outros,outros
316,A01AD|B02AA|D11AX|R02AX,Ácido tranexâmico,Acido tranexamico,outros,outros
317,A01AD|B02AA|D11AX|R02AX,Ácido tranexâmico,Tranexamic acid,outros,outros
318,A01AD|B02BC|C01CA|R01AA|R03AA|R03CA|S01EA,Cloridrato de epinefrina,Adrenaline HCL,outros,outros
319,A01AD|B02BC|C01CA|R01AA|R03AA|R03CA|S01EA|V91,Epinephrine,Adrenalin,outros,outros
320,A01AD|B02BC|C01CA|R01AA|R03AA|R03CA|S01EA|V91,Epinephrine,Adrenaline,outros,outros
321,A01AD|B02BC|C01CA|R01AA|R03AA|R03CA|S01EA|V91,Epinephrine,Epinefrina,outros,outros
322,A01AD|B02BC|C01CA|R01AA|R03AA|R03CA|S01EA|V91,Epinephrine,Epinephrine,outros,outros
323,A01AD|C01BB|C05AD|D04AB|G04BX|N01BB|R02AD|S01HA|S02DA,Lidocaine,Lidocaina,outros,outros
324,A01AD|C01BB|C05AD|D04AB|G04BX|N01BB|R02AD|S01HA|S02DA,Lidocaine,Lidocaine,outros,outros
325,A01AD|C01BB|C05AD|D04AB|G04BX|N01BB|R02AD|S01HA|S02DA,Lidocaine hydrochloride,Lidocaine hydrochloride,outros,outros
326,A01AD|C01BB|C05AD|D04AB|N01BB|R02AD|S01HA|S02DA,Lidocaína,Lidocaina,outros,outros
327,A01AD|D01AE|D02AF|D10AX|D11AC|D11AF|M02AC|N02BA|S01BC|S02DA,Salicylic acid,Salicylic acid,outros,outros
328,A01AD|D03AX,Carmellose sodium|Gelatin|Pectin,Orabase,outros,outros
329,A01AD|D11AA|D11AX|G04BD|M03AX|N02CX,Botulinum toxin type a,Botulinum toxin type a,outros,outros
330,A01AD|D11AA|D11AX|G04BD|M03AX|N02CX,Botulinum toxin type a,Toxin botulinum a,outros,outros
331,A01AD|D11AX|M01AB|M02AA|R02AX|S01BC,Diclofenac,Diclofenac,outros,outros
332,A01AD|D11AX|M01AB|M02AA|R02AX|S01BC,Diclofenac,Diclofenaco,outros,outros
333,A01AD|D11AX|M01AB|M02AA|R02AX|S01BC,Diclofenac sodium,Diclofenac sodium,outros,outros
334,A01AD|D11AX|R02AX|S02DC|V03A|V91,Propolis,Propolis,outros,outros
335,A01AD|D11AX|V03AN,Oxygen,Oxygen,outros,outros
336,A01AD|G02CC|M01AE|M02AA|S01BC,Naproxen,Naproxen,outros,outros
337,A01AD|G02CC|M01AE|M02AA|S01BC,Naproxen,Naproxeno,outros,outros
338,A01AD|M01AE|M02AA|R02AX,Cetoprofeno,Ketoprofen,outros,outros
339,A01AD|M01AE|M02AA|R02AX,Ketoprofen,Ketoprofen,outros,outros
340,A01AD|M01AE|M02AA|R02AX,Ketoprofen,Ketoprofene,outros,outros
341,A01AD|M01AE|M02AA|R02AX,Ketoprofen,Ketoprofeno,outros,outros
342,A01AD|M01AE|M02AA|R02AX|S01BC,Flurbiprofen,Flurbiprofeno,outros,outros
343,A01AD|M01AX|M02AA,Benzydamine hydrochloride,Ciflogex,outros,outros
344,A01AD|M01AX|M02AA,Nimesulide,Nimesulida,outros,outros
345,A01AD|M01AX|M02AA,Nimesulide,Nimesulide,outros,outros
346,A01AD|M01AX|M02AA|R02AX,Benzydamine hydrochloride,Ciflogex,outros,outros
347,A01AD|M01AX|R02AX,Benzydamine hydrochloride,Flogoral,outros,outros
348,A01AD|M03AX,Botulinum toxin type a,Xeomin,outros,outros
349,A01AD|N01BC|R02AD|S01HA|S02DA,Cocaine,Cocaine,outros,outros
350,A01AD|N02BG|N03AX|N05,Canabidiol,Cannabidiol,outros,outros
351,A01AD|R02A,Cineole|Menthol|Methyl salicylate|Thymol,Listerine,outros,outros
352,A01AD|R02AX,Benzydamine hydrochloride,Benzidamina teva,outros,outros
353,A01AD|R02AX,Benzydamine hydrochloride,Flogoral,outros,outros
354,A01AD|R02AX,Hydroxyquinoline sulfate|Lidocaine hydrochloride|Tyrothricin,Malvatricin,outros,outros
355,A01A_x000D_|A02AH_x000D_|A16AX_x000D_|B05BB_x000D_|B05CB_x000D_|B05XA_x000D_|B05Z_x000D_|D11AX_x000D_|G02CX_x000D_|G04BC_x000D_|G04BX_x000D_|R01AX_x000D_|S02DC,Bicarbonato de sódio,Sodium bicarbonate,outros,outros
356,A01A_x000D_|R02AA,Isetionato de hexamidina_x000D_|Cloridrato de tetracaína,Hexomedine,outros,outros
357,A01A|A02AH|A16AX|B05BB|B05CB|B05XA|B05Z|D11AX|G02CX|G04BC|G04BX|R01AX|S02DC,Bicarbonato de sódio,Sodium bicarbonate,outros,outros
358,A01A|A02AH|A16AX|B05BB|B05CB|B05XA|B05Z|D11AX|G02CX|G04BC|R01AX|S02DC,Sodium bicarbonate,Baking soda,outros,outros
359,A01A|A02AH|A16AX|B05BB|B05CB|B05XA|B05Z|D11AX|G02CX|G04BC|R01AX|S02DC,Sodium bicarbonate,Sodium bicarbonate,outros,outros
360,A01WB_x000D_|A03AW_x000D_|A05BA_x000D_|A13AY_x000D_|B01AX_x000D_|B02BC_x000D_|C03XW_x000D_|D05AX_x000D_|G02AY_x000D_|G02WA_x000D_|G02WD_x000D_|G03WC_x000D_|G04BE_x000D_|G04BX_x000D_|J01WA_x000D_|J04BW,Tribulus terrestris,Tribulus terrestris,outros,outros
361,A01WB_x000D_|A06AB_x000D_|D02WA_x000D_|V90,Aloe vera,Aloe vera,outros,outros
362,A01WB|A03AW|A05BA|A13AY|B01AX|B02BC|C03XW|D05AX|G02AY|G02WA|G02WD|G03WC|G04BE|G04BX|J01WA|J04BW|M04AC|N02BG|P02WA|P03AX|R05CW|S01BW|V90,Tribulus terrestris,Tribulus terrestris,outros,outros
363,A01WX_x000D_|A03AW_x000D_|A05AW_x000D_|A13A_x000D_|C10AW_x000D_|M01AW_x000D_|V90,Curcuma longa,Curcuma longa,outros,outros
364,A01WX_x000D_|A03WX_x000D_|A06AX_x000D_|A13AY_x000D_|A16AX_x000D_|C03XW_x000D_|D02WX_x000D_|G02WD_x000D_|N05CM_x000D_|S01XW_x000D_|V90,Robinia pseudoacacia,Robinia pseudoacacia,outros,outros
365,A01WX|A03AW|A05AW|A13A|C10AW|M01AW|V90,Curcuma longa,Curcuma longa,outros,outros
366,A01W_x000D_|V90,Carica papaya leaf_x000D_|Pumice,Gencix,outros,outros
367,A01W|V90,Carica papaya leaf|Pumice,Gencix,outros,outros
368,A02A,Sodium carbonate anhydrous,Sodium carbonate,outros,outros
369,A02AA,Hidróxido de magnésio,Hidroxido de magnesio,outros,outros
370,A02AA,Hidróxido de magnésio,Leite de magnesia,outros,outros
371,A02AA,Hidróxido de magnésio,Magnesio hidroxido,outros,outros
372,A02AA,Hidróxido de magnésio,Magneziol,outros,outros
373,A02AA,Magnesium hydroxide,Leite de magnesia,outros,outros
374,A02AA,Magnesium hydroxide,Leite de magnesia de phillips,outros,outros
375,A02AA,Magnesium hydroxide,Leite magnesia,outros,outros
376,A02AA,Magnesium hydroxide,Magnesio hidroxido,outros,outros
377,A02AA_x000D_|A06AD,Carbonato de magnésio,Magnesium,outros,outros
378,A02AA_x000D_|A06AD_x000D_|A12CC,Carbonato de magnésio,Magnesium carbonate,outros,outros
379,A02AA_x000D_|A06AD_x000D_|A12CC,Óxido de magnésio,Magnesium oxide,outros,outros
380,A02AA_x000D_|A06AD_x000D_|A12CC_x000D_|G04BX,Hidróxido de magnésio,Magnesium hydroxide,outros,outros
381,A02AA_x000D_|G04BX,Hidróxido de magnésio,Magnesia,outros,outros
382,A02AA_x000D_|G04BX,Hidróxido de magnésio,Magnesium,outros,outros
383,A02AA|A06AD,Carbonato de magnésio,Magnesium,outros,outros
384,A02AA|A06AD,Magnesium carbonate,Magnesium,outros,outros
385,A02AA|A06AD|A12CC,Carbonato de magnésio,Magnesium carbonate,outros,outros
386,A02AA|A06AD|A12CC,Magnesium carbonate,Magnesium carbonate,outros,outros
387,A02AA|A06AD|A12CC|G04BX,Magnesium hydroxide,Magnesium hydroxide,outros,outros
388,A02AB,Aluminium hydroxide,Aluminio Hidroxido,outros,outros
389,A02AB,Aluminium hydroxide,Hidroxido de aluminio,outros,outros
390,A02AB,Aluminium hydroxide,Pepsamar,outros,outros
391,A02AB,"Aluminium hydroxide gel, dried",Hydrogel,outros,outros
392,A02AB,Hidróxido de alumínio,Aluminio Hidroxido,outros,outros
393,A02AB,Hidróxido de alumínio,Hidroxido de aluminio,outros,outros
394,A02AB,Hidróxido de alumínio,Pepsamar,outros,outros
395,A02AB|V03AE,Aluminium hydroxide,Aluminum hydroxide,outros,outros
396,A02AC,Calcium carbonate,Eno tabs,outros,outros
397,A02AC,Calcium carbonate,Mylanta,outros,outros
398,A02AC,Carbonato de cálcio,Bica,outros,outros
399,A02AC,Carbonato de cálcio,Gripe,outros,outros
400,A02AC,Carbonato de cálcio,Mylanta,outros,outros
401,A02AC_x000D_|A12AA,Carbonato de cálcio,Calcio,outros,outros
402,A02AC_x000D_|A12AA,Carbonato de cálcio,Calcio carbonato,outros,outros
403,A02AC_x000D_|A12AA,Carbonato de cálcio,Calcium,outros,outros
404,A02AC_x000D_|A12AA,Carbonato de cálcio,Caltrate,outros,outros
405,A02AC_x000D_|A12AA,Carbonato de cálcio,Carbonato calcio,outros,outros
406,A02AC_x000D_|A12AA,Carbonato de cálcio,Oscal,outros,outros
407,A02AC_x000D_|A12AA_x000D_|V03AE_x000D_|V91,Carbonato de cálcio,Calcium carbonate,outros,outros
408,A02AC_x000D_|A12AA_x000D_|V03AE_x000D_|V91,Carbonato de cálcio,Precipitated calcium carbonate,outros,outros
409,A02AC|A12AA,Calcium carbonate,Antacid,outros,outros
410,A02AC|A12AA,Calcium carbonate,Calcid,outros,outros
411,A02AC|A12AA,Calcium carbonate,Calcio,outros,outros
412,A02AC|A12AA,Calcium carbonate,Calcio carbonato,outros,outros
413,A02AC|A12AA,Calcium carbonate,Calcium,outros,outros
414,A02AC|A12AA,Calcium carbonate,Calciumcarbonat,outros,outros
415,A02AC|A12AA,Calcium carbonate,Caltrate,outros,outros
416,A02AC|A12AA,Calcium carbonate,Carbonato Calcio,outros,outros
417,A02AC|A12AA,Calcium carbonate,Carbonato calcio,outros,outros
418,A02AC|A12AA,Calcium carbonate,Oscal,outros,outros
419,A02AC|A12AA,Carbonato de cálcio,Caltrate,outros,outros
420,A02AC|A12AA,Carbonato de cálcio,Oscal,outros,outros
421,A02AC|A12AA|V03AE|V91,Calcium carbonate,Calcium carbonate,outros,outros
422,A02AC|A12AA|V03AE|V91,Carbonato de cálcio,Calcium carbonate,outros,outros
423,A02AD,"Aluminium hydroxide gel, dried_x000D_|Trissilicato de magnésio",Biomag,outros,outros
424,A02AD,Aluminium hydroxide|Calcium carbonate|Magnesium hydroxide,Gastrol,outros,outros
425,A02AD,Aluminium hydroxide|Magnesium hydroxide,Alkagel i.s.,outros,outros
426,A02AD,Aluminium hydroxide|Magnesium hydroxide,Hidroxido de aluminio + Hidroxido de magnesio,outros,outros
427,A02AD,Calcium carbonate|Magnesium hydroxide,Mylanta,outros,outros
428,A02AD,Carbonato de cálcio_x000D_|Carbonato de magnésio,Eno,outros,outros
429,A02AD,Hidróxido de alumínio_x000D_|Carbonato de cálcio_x000D_|Hidróxido de magnésio,Gastrol,outros,outros
430,A02AD,Hidróxido de alumínio_x000D_|Hidróxido de magnésio,Hidroxido de aluminio + hidroxido de magnesio,outros,outros
431,A02AD,Hidróxido de alumínio_x000D_|Hidróxido de magnésio,Magnesium,outros,outros
432,A02AD,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Montmorillonite,Gelox,outros,outros
433,A02AD,Magaldrate,Marax,outros,outros
434,A02AD_x000D_|A12AX_x000D_|V03AE,Cálcio_x000D_|Magnésio,"Calcium,Magnesium",outros,outros
435,A02AF,Aluminium hydroxide|Dimeticone|Magnesium hydroxide,Magnesin,outros,outros
436,A02AF,Aluminium hydroxide|Magnesium hydroxide|Simeticone,Gastrol tc,outros,outros
437,A02AF,Aluminium hydroxide|Magnesium hydroxide|Simeticone,Gestamag,outros,outros
438,A02AF,Aluminium hydroxide|Magnesium hydroxide|Simeticone,Mylanta,outros,outros
439,A02AF,Aluminium hydroxide|Magnesium hydroxide|Simeticone,Mylanta plus,outros,outros
440,A02AF,Aluminium hydroxide|Magnesium hydroxide|Simeticone,Pepsamar 3,outros,outros
441,A02AF,Aluminium hydroxide|Magnesium hydroxide|Simeticone,Simeco plus,outros,outros
442,A02AF,Calcium carbonate|Magnesium hydroxide|Simeticone,Mylanta,outros,outros
443,A02AF,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Simeticone,Gastrobion,outros,outros
444,A02AF,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Simeticone,Magnazia,outros,outros
445,A02AF,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Simeticone,Mylanta,outros,outros
446,A02AF,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Simeticone,Mylanta p,outros,outros
447,A02AF,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Simeticone,Mylanta plus,outros,outros
448,A02AF,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Simeticone,Simeco plus,outros,outros
449,A02AF,Hidróxido de alumínio_x000D_|Hidróxido de magnésio_x000D_|Trissilicato de magnésio_x000D_|Simeticone,Gastrogel,outros,outros
